Prompt,Done
"“You must accept the door is never shut. / You’re always free to leave at any time, / though the hostage will remain, no matter what,” writes Erin Belieu in “Instructions for the Hostage,” from her fifth poetry collection, Come-Hither Honeycomb, published in February by Copper Canyon Press. In this villanelle—a strict poetic form wherein the first and third lines of the poem are repeated throughout—the terms of the metaphorical hostage scenario underpinning the poem are recontextualized, their meaning deepened as the reader learns that the speaker is both captor and hostage. In this way, the hostage scenario could be applied to any number of situations in which one is complicit in a kind of self-entrapment. Think of a time when you stood in your own way of progress, then write a poem in which you offer instructions to show that the door was never shut.",
"“Young walruses, we must all adapt!” begins Matthew Olzmann’s “Commencement Speech, Delivered to a Herd of Walrus Calves,” published in Four Way Review. In the poem, as the title reveals, a speaker offers advice to a herd of walruses on courage, evolution, and survival: “You need to train yourself to do what they won’t expect.” Write a poem in the form of a speech addressed to a group of animals or objects that offers advice and encouragement for challenges only the subject could encounter. Try to use the title, as Olzmann does, to set the scene and the tone for the poem.",
1. Choose one of your five senses. Write a poem that focuses on your chosen sense.,
1.The Untouchable: Something that will always be out of reach,
10. Create a gallery of your heart. Take readers on a guided tour of what they might see there.,
10. Ghostwriter: Imagine an invisible ghost picks up a pen and starts writing to you.,
100. Cafeteria: Create a poem inspired by the people who might be eating lunch in a cafeteria at school or at a hospital.,
101. Dusty Musical Instruments: Base your poem around the plight of a musician who hasn’t picked up the guitar or touched a piano in years.,
"11. Lessons From Math Class: Write about a math concept, such as “you cannot divide by zero” or never-ending irrational numbers.",
11. Recall one of the strangest dreams you’ve ever had and write about how it made you feel or write it out in as much detail as you can remember.,
12. Instagram Wall: Open up either your own Instagram account or one of a friend/celebrity and write poetry based on the first picture you see.,
